day,month,month(Abbreviation),year,year(Abbreviation),first_price,unoff_last_two,unoff_last_three,last_two,first_three1,first_three2,last_three1,last_three2,last_three3,last_three4,
17,พฤษภาคม,พ.ค.,2539,39,978140,40,140,75,NA,NA,321,443,718,523,
2,พฤษภาคม,พ.ค.,2539,39,247351,51,351,54,NA,NA,175,234,661,978,
16,เมษายน,เม.ย.,2539,39,49584,84,584,77,NA,NA,435,222,155,052,
1,เมษายน,เม.ย.,2539,39,660765,65,765,90,NA,NA,701,338,839,278,
16,มีนาคม,มี.ค.,2539,39,19128,28,128,27,NA,NA,673,796,694,526,
1,มีนาคม,มี.ค.,2539,39,304855,55,855,72,NA,NA,760,664,443,945,
16,กุมภาพันธ์,ก.พ.,2539,39,681455,55,455,49,NA,NA,977,664,428,779,
1,กุมภาพันธ์,ก.พ.,2539,39,256556,56,556,26,NA,NA,906,705,549,994,
16,มกราคม,ม.ค.,2539,39,318302,02,302,21,NA,NA,882,444,661,971,
30,ธันวาคม,ธ.ค.,2538,38,327686,86,686,04,NA,NA,748,456,145,928,
16,ธันวาคม,ธ.ค.,2538,38,952808,08,808,68,NA,NA,732,540,639,064,
1,ธันวาคม,ธ.ค.,2538,38,714426,26,426,74,NA,NA,516,427,387,073,
16,พฤศจิกายน,พ.ย.,2538,38,239422,22,422,85,NA,NA,078,883,776,756,
1,พฤศจิกายน,พ.ย.,2538,38,282069,69,069,07,NA,NA,962,564,194,393,
16,ตุลาคม,ต.ค.,2538,38,322154,54,154,86,NA,NA,924,192,716,233,
1,ตุลาคม,ต.ค.,2538,38,317092,92,092,76,NA,NA,139,819,088,296,
16,กันยายน,ก.ย.,2538,38,876454,54,454,51,NA,NA,558,297,582,802,
1,กันยายน,ก.ย.,2538,38,620837,37,837,83,NA,NA,693,872,255,644,
16,สิงหาคม,ส.ค.,2538,38,265333,33,333,51,NA,NA,235,455,618,342,
1,สิงหาคม,ส.ค.,2538,38,464819,19,819,59,NA,NA,070,274,669,293,
16,กรกฎาคม,ก.ค.,2538,38,248122,22,122,96,NA,NA,571,085,303,758,
1,กรกฎาคม,ก.ค.,2538,38,939901,01,901,19,NA,NA,428,940,667,879,
16,มิถุนายน,มิ.ย,2538,38,46698,98,698,82,NA,NA,678,785,507,393,
1,มิถุนายน,มิ.ย,2538,38,105615,15,615,17,NA,NA,374,735,168,688,
17,พฤษภาคม,พ.ค.,2538,38,220381,81,381,55,NA,NA,460,597,511,488,
2,พฤษภาคม,พ.ค.,2538,38,504692,92,692,88,NA,NA,304,886,268,273,
16,เมษายน,เม.ย.,2538,38,53581,81,581,99,NA,NA,560,968,681,376,
1,เมษายน,เม.ย.,2538,38,427039,39,039,06,NA,NA,254,926,674,978,
16,มีนาคม,มี.ค.,2538,38,646847,47,847,67,NA,NA,225,044,091,220,
1,มีนาคม,มี.ค.,2538,38,411454,54,454,71,NA,NA,034,019,022,152,
16,กุมภาพันธ์,ก.พ.,2538,38,869070,70,070,95,NA,NA,828,597,462,126,
1,กุมภาพันธ์,ก.พ.,2538,38,198162,62,162,48,NA,NA,195,087,805,574,
16,มกราคม,ม.ค.,2538,38,922388,88,388,40,NA,NA,186,667,253,002,
30,ธันวาคม,ธ.ค.,2537,37,6284069,69,069,90,NA,NA,798,713,339,744,
16,ธันวาคม,ธ.ค.,2537,37,5100040,40,040,50,NA,NA,654,129,766,544,
1,ธันวาคม,ธ.ค.,2537,37,6832681,81,681,02,NA,NA,342,923,448,043,
16,พฤศจิกายน,พ.ย.,2537,37,6095849,49,849,82,NA,NA,504,902,225,816,
1,พฤศจิกายน,พ.ย.,2537,37,1676779,79,779,76,NA,NA,110,365,096,840,
16,ตุลาคม,ต.ค.,2537,37,7583048,48,048,79,NA,NA,165,294,428,024,
1,ตุลาคม,ต.ค.,2537,37,7128442,42,442,23,NA,NA,623,251,229,243,
16,กันยายน,ก.ย.,2537,37,4781931,31,931,88,NA,NA,046,255,164,886,
1,กันยายน,ก.ย.,2537,37,6220893,93,893,67,NA,NA,891,718,949,701,
16,สิงหาคม,ส.ค.,2537,37,6504760,60,760,28,NA,NA,303,724,897,677,
1,สิงหาคม,ส.ค.,2537,37,3114057,57,057,85,NA,NA,396,149,026,758,
16,กรกฎาคม,ก.ค.,2537,37,5962891,91,891,74,NA,NA,424,686,628,622,
1,กรกฎาคม,ก.ค.,2537,37,6568267,67,267,39,NA,NA,372,902,868,445,
16,มิถุนายน,มิ.ย,2537,37,1947355,55,355,53,NA,NA,302,583,524,669,
1,มิถุนายน,มิ.ย,2537,37,3560804,04,804,17,NA,NA,474,564,989,164,
16,พฤษภาคม,พ.ค.,2537,37,2071764,64,764,29,NA,NA,093,544,535,746,
2,พฤษภาคม,พ.ค.,2537,37,3072877,77,877,69,NA,NA,535,317,170,521,
16,เมษายน,เม.ย.,2537,37,7893913,13,913,21,NA,NA,785,982,151,594,
1,เมษายน,เม.ย.,2537,37,4269815,15,815,29,NA,NA,675,035,704,868,
16,มีนาคม,มี.ค.,2537,37,1723336,36,336,19,NA,NA,382,166,515,185,
1,มีนาคม,มี.ค.,2537,37,3373731,31,731,41,NA,NA,082,631,008,820,
16,กุมภาพันธ์,ก.พ.,2537,37,7679044,44,044,76,NA,NA,943,520,753,486,
1,กุมภาพันธ์,ก.พ.,2537,37,5984685,85,685,05,NA,NA,173,746,268,396,
16,มกราคม,ม.ค.,2537,37,4791270,70,270,23,NA,NA,873,237,845,708,
30,ธันวาคม,ธ.ค.,2536,36,2669189,89,189,72,NA,NA,874,902,069,037,
16,ธันวาคม,ธ.ค.,2536,36,4043500,00,500,69,NA,NA,646,156,478,253,
1,ธันวาคม,ธ.ค.,2536,36,3670638,38,638,98,NA,NA,294,139,959,608,
16,พฤศจิกายน,พ.ย.,2536,36,7515123,23,123,82,NA,NA,410,507,184,112,
1,พฤศจิกายน,พ.ย.,2536,36,3908940,40,940,94,NA,NA,701,103,895,626,
16,ตุลาคม,ต.ค.,2536,36,7611764,64,764,58,NA,NA,254,216,684,566,
1,ตุลาคม,ต.ค.,2536,36,3415973,73,973,26,NA,NA,489,401,928,682,
16,กันยายน,ก.ย.,2536,36,4286755,55,755,11,NA,NA,296,963,890,504,
1,กันยายน,ก.ย.,2536,36,2812096,96,096,00,NA,NA,738,227,181,218,
16,สิงหาคม,ส.ค.,2536,36,4088644,44,644,86,NA,NA,030,260,200,033,
1,สิงหาคม,ส.ค.,2536,36,4137744,44,744,06,NA,NA,273,778,446,905,
16,กรกฎาคม,ก.ค.,2536,36,5686061,61,061,21,NA,NA,865,873,702,818,
1,กรกฎาคม,ก.ค.,2536,36,3820203,03,203,29,NA,NA,729,189,206,213,
16,มิถุนายน,มิ.ย,2536,36,2119871,71,871,39,NA,NA,146,955,961,223,
1,มิถุนายน,มิ.ย,2536,36,3488477,77,477,61,NA,NA,813,645,011,815,
16,พฤษภาคม,พ.ค.,2536,36,1633983,83,983,53,NA,NA,109,740,812,606,
2,พฤษภาคม,พ.ค.,2536,36,7749508,08,508,99,NA,NA,532,916,661,783,
16,เมษายน,เม.ย.,2536,36,5632018,18,018,09,NA,NA,265,995,970,200,
1,เมษายน,เม.ย.,2536,36,5825558,58,558,89,NA,NA,859,255,060,217,
16,มีนาคม,มี.ค.,2536,36,7680699,99,699,98,NA,NA,554,547,731,509,
1,มีนาคม,มี.ค.,2536,36,4006281,81,281,19,NA,NA,449,968,065,492,
16,กุมภาพันธ์,ก.พ.,2536,36,7549455,55,455,41,NA,NA,165,031,850,034,
1,กุมภาพันธ์,ก.พ.,2536,36,7459337,37,337,21,NA,NA,171,767,507,986,
16,มกราคม,ม.ค.,2536,36,5423816,16,816,25,NA,NA,419,335,947,620,
30,ธันวาคม,ธ.ค.,2535,35,6662150,50,150,23,NA,NA,510,563,810,795,
16,ธันวาคม,ธ.ค.,2535,35,4826531,31,531,92,NA,NA,945,601,383,851,
1,ธันวาคม,ธ.ค.,2535,35,7120927,27,927,65,NA,NA,019,406,153,063,
16,พฤศจิกายน,พ.ย.,2535,35,3685682,82,682,45,NA,NA,223,632,049,295,
1,พฤศจิกายน,พ.ย.,2535,35,6267821,21,821,"35	",NA,NA,879,263,789,046,
16,ตุลาคม,ต.ค.,2535,35,3576993,93,993,79,NA,NA,412,312,037,964,
1,ตุลาคม,ต.ค.,2535,35,6379578,78,578,71,NA,NA,752,765,654,300,
16,กันยายน,ก.ย.,2535,35,6874108,08,108,88,NA,NA,221,127,030,623,
1,กันยายน,ก.ย.,2535,35,1446615,15,615,68,NA,NA,060,307,125,056,
16,สิงหาคม,ส.ค.,2535,35,6234607,07,607,91,NA,NA,978,251,422,151,
1,สิงหาคม,ส.ค.,2535,35,6697778,78,778,86,NA,NA,712,935,593,575,
16,กรกฎาคม,ก.ค.,2535,35,7954430,30,430,87,NA,NA,492,324,756,339,
1,กรกฎาคม,ก.ค.,2535,35,5119968,68,968,56,NA,NA,999,813,561,702,
16,มิถุนายน,มิ.ย,2535,35,5569432,32,432,92,NA,NA,392,880,914,221,
1,มิถุนายน,มิ.ย,2535,35,5184191,91,191,29,NA,NA,169,351,245,729,
16,พฤษภาคม,พ.ค.,2535,35,2827496,96,496,59,NA,NA,333,738,246,890,
2,พฤษภาคม,พ.ค.,2535,35,5765397,97,397,86,NA,NA,079,444,732,104,
16,เมษายน,เม.ย.,2535,35,2699374,74,374,10,NA,NA,836,662,139,325,
1,เมษายน,เม.ย.,2535,35,2244704,04,704,03,NA,NA,624,863,013,242,
16,มีนาคม,มี.ค.,2535,35,1218353,53,353,48,NA,NA,004,578,543,737,
1,มีนาคม,มี.ค.,2535,35,7291524,24,524,60,NA,NA,870,902,024,231,
16,กุมภาพันธ์,ก.พ.,2535,35,1868701,01,701,94,NA,NA,641,849,349,599,
1,กุมภาพันธ์,ก.พ.,2535,35,5986924,24,924,63,NA,NA,936,952,683,944,
16,มกราคม,ม.ค.,2535,35,1149428,28,428,18,NA,NA,034,543,672,132,
30,ธันวาคม,ธ.ค.,2534,34,3208301,01,301,76,NA,NA,318,087,182,917,
16,ธันวาคม,ธ.ค.,2534,34,7241436,36,436,88,NA,NA,613,667,717,597,
1,ธันวาคม,ธ.ค.,2534,34,1470741,41,741,05,NA,NA,540,794,006,602,
16,พฤศจิกายน,พ.ย.,2534,34,4373528,28,528,08,NA,NA,979,477,937,643,
1,พฤศจิกายน,พ.ย.,2534,34,7894285,85,285,78,NA,NA,516,537,183,272,
16,ตุลาคม,ต.ค.,2534,34,2078202,02,202,38,NA,NA,585,566,338,314,
1,ตุลาคม,ต.ค.,2534,34,2730444,44,444,96,NA,NA,978,318,977,928,
16,กันยายน,ก.ย.,2534,34,4790449,49,449,18,NA,NA,114,298,220,381,
1,กันยายน,ก.ย.,2534,34,6700430,30,430,49,NA,NA,081,237,661,119,
16,สิงหาคม,ส.ค.,2534,34,3746551,51,551,89,NA,NA,845,377,044,182,
1,สิงหาคม,ส.ค.,2534,34,6580541,41,541,11,NA,NA,459,509,753,947,
16,กรกฎาคม,ก.ค.,2534,34,1671946,46,946,62,NA,NA,822,846,951,882,
1,กรกฎาคม,ก.ค.,2534,34,4441724,24,724,58,NA,NA,771,134,196,766,
16,มิถุนายน,มิ.ย,2534,34,5364632,32,632,91,NA,NA,370,785,761,268,
1,มิถุนายน,มิ.ย,2534,34,2496376,76,376,77,NA,NA,318,303,485,804,
16,พฤษภาคม,พ.ค.,2534,34,2532303,03,303,63,NA,NA,931,269,688,802,
2,พฤษภาคม,พ.ค.,2534,34,4222124,24,124,63,NA,NA,536,296,630,836,
16,เมษายน,เม.ย.,2534,34,4824037,37,037,57,NA,NA,565,711,970,206,
1,เมษายน,เม.ย.,2534,34,1606864,64,864,03,NA,NA,819,416,103,008,
16,มีนาคม,มี.ค.,2534,34,5891641,41,641,59,NA,NA,540,715,527,866,
1,มีนาคม,มี.ค.,2534,34,4598076,76,076,72,NA,NA,950,783,676,928,
16,กุมภาพันธ์,ก.พ.,2534,34,3223780,80,780,33,NA,NA,992,658,242,596,
1,กุมภาพันธ์,ก.พ.,2534,34,5396496,96,496,75,NA,NA,079,455,458,087,
16,มกราคม,ม.ค.,2534,34,5328736,36,736,29,NA,NA,649,645,225,388,
30,ธันวาคม,ธ.ค.,2533,33,2190949,49,949,05,NA,NA,516,367,330,962,
16,ธันวาคม,ธ.ค.,2533,33,4407799,99,799,21,NA,NA,708,359,171,238,
1,ธันวาคม,ธ.ค.,2533,33,4771944,44,944,88,NA,NA,237,586,692,444,
16,พฤศจิกายน,พ.ย.,2533,33,1226536,36,536,06,NA,NA,426,020,721,050,
1,พฤศจิกายน,พ.ย.,2533,33,4380230,30,230,82,NA,NA,694,516,619,829,
16,ตุลาคม,ต.ค.,2533,33,5626303,03,303,56,NA,NA,351,928,923,431,
1,ตุลาคม,ต.ค.,2533,33,5738808,08,808,37,NA,NA,043,977,058,748,
16,กันยายน,ก.ย.,2533,33,5202390,90,390,55,NA,NA,461,211,085,747,
1,กันยายน,ก.ย.,2533,33,1622380,80,380,83,NA,NA,862,938,161,639,
16,สิงหาคม,ส.ค.,2533,33,1671935,35,935,43,NA,NA,325,746,361,644,
1,สิงหาคม,ส.ค.,2533,33,1867185,85,185,92,NA,NA,579,070,973,445,
16,กรกฎาคม,ก.ค.,2533,33,3814178,78,178,11,NA,NA,342,619,112,770,
1,กรกฎาคม,ก.ค.,2533,33,1076835,35,835,43,NA,NA,043,641,038,295,
16,มิถุนายน,มิ.ย,2533,33,3530344,44,344,65,NA,NA,878,144,198,371,
1,มิถุนายน,มิ.ย,2533,33,2355474,74,474,72,NA,NA,118,115,227,492,
16,พฤษภาคม,พ.ค.,2533,33,5071272,72,272,34,NA,NA,565,815,942,465,
2,พฤษภาคม,พ.ค.,2533,33,5898868,68,868,01,NA,NA,186,644,668,078,
16,เมษายน,เม.ย.,2533,33,5092890,90,890,84,NA,NA,664,059,912,489,
1,เมษายน,เม.ย.,2533,33,4734251,51,251,39,NA,NA,301,637,195,717,
16,มีนาคม,มี.ค.,2533,33,3240205,05,205,88,NA,NA,443,275,775,559,
1,มีนาคม,มี.ค.,2533,33,4968902,02,902,15,NA,NA,624,452,087,567,
16,กุมภาพันธ์,ก.พ.,2533,33,3732892,92,892,01,NA,NA,889,596,386,601,
1,กุมภาพันธ์,ก.พ.,2533,33,1078496,96,496,82,NA,NA,756,481,259,104,
16,มกราคม,ม.ค.,2533,33,3992239,39,239,97,NA,NA,898,234,288,284,
